latitude,longitude,place_id,street,city,state,zip,phone,store_id
41.2608334,-75.8970541,ChIJtZFJYnYaxYkRJrCTkGa5bQg,620 Market Street,Kingston,PA,18704,570-331-4011,# 2133
40.5174995,-75.7755307,ChIJw_69KLPTxYkRisEK1ZyVfA4,"45 Constitution Blvd, Village Square S/c",Kutztown,PA,19530,610-683-7349,# 1301
40.0372986,-76.2695447,ChIJu3r9YDU7xokREfoOX9xaSnc,1624 Lincoln Hwy East,Lancaster,PA,17602,717-394-5121,# 1662
40.0567326,-76.3991861,ChIJWxzZx9wmxokRd6Xa_YRTesE,630 Centerville Road,Lancaster,PA,17601,717-898-0308,# 1668
39.9915817,-76.2862421,ChIJ9dwl-EQlxokRw0W9eERNm_k,2410 Willow Street Pike,Lancaster,PA,17602,717-464-3736,# 1669
40.0647242,-76.3060138,ChIJL1bn1HwjxokRZIRqZ0ZTUVw,1507 Lititz Pike,Lancaster,PA,17601,717-397-0369,# 1671
40.0264119,-76.3257101,ChIJPYy2BlMkxokRmj5Q2Kct14c,1278 Millersville Pike,Lancaster,PA,17603,717-397-2481,# 1675
40.026628,-76.2039116,ChIJGXqJBL87xokRXMg0FmpiouU,2385 Covered Bridge Dr,Lancaster,PA,17602,,# 17160
40.0680273,-76.3112616,ChIJpZiP-XsjxokRUL1Fv3GzXpg,1589 Fruitville Pike,Lancaster,PA,17601,,# 17723
40.0439249,-76.3085227,ChIJTVxRHI0kxokR_R5Ovsfd3A0,32-54 West Lemon Street,Lancaster,PA,17603,717-394-4013,# 2158
40.0385087,-76.3596585,ChIJmygjISYkxokRmdJrGNhuP1o,2020 Columbia Avenue,Lancaster,PA,17603,717-239-5301,# 2371
40.0629771,-76.3585813,ChIJ4cVd-wMkxokRpNQH6K4sTf8,2110 Spring Valley Rd.,Lancaster,PA,17601,717-299-4144,# 4060
40.0498038,-76.3170068,ChIJkx8K3IkkxokRVjpTCJpjBdA,551 Harrisburg Ave.,Lancaster,PA,17604,717-391-9503,# 5090
40.0898018,-76.2801788,ChIJJ4QFzi8jxokRWHvZtFYb6k8,2363 Oregon Pike,Lancaster,PA,17601,717-560-1499,# 8495
39.8078891,-75.7505182,ChIJEaxzqgNVxokR9BrSu5h3LhQ,730 Newark Rd.,Landenberg,PA,19350,610-268-1214,# 7183
40.0959964,-76.4098079,ChIJe7tX3h8hxokRptuNRMlQI90,"301-d Main St, Hempfield S/c",Landisville,PA,17538,717-898-6834,# 2053
40.1737816,-74.9542585,ChIJhfBgvidTwYkR7xqlVvr8YNg,1862 West Maple Avenue,Langhorne,PA,19047,215-750-3950,# 1207
40.1761897,-74.8779418,ChIJ3fHXItlTwYkR45glB7oIqS8,2331 E Lincoln Hwy,Langhorne,PA,19047,,# 16499
40.2412433,-75.3035446,ChIJb9UnAzeixokRMqPEnu1i8Y4,840 Valley Forge Rd.,Lansdale,PA,19446,215-362-6303,# 1379
40.2216648,-75.3018397,ChIJDyAY6laixokRQZ0-Mj2mJZs,791-799 Sumneytown Pike,Lansdale,PA,19446,215-616-4632,# 2523
40.2628981,-75.3161717,ChIJh904GouhxokRnLd29y4sJpM,"2333 Welsh Rd.., Ralph's Corner Shopping Center",Lansdale,PA,19446,215-855-1900,# 338
40.2568475,-75.2366472,ChIJa-OufK-mxokRmcozhej_Rqo,"548 Doylestown Rd., Corner Of Route 202 And County Line Road",Lansdale,PA,19446,215-997-2852,# 987
39.9397143,-75.2662722,ChIJHWIJY1zBxokRUcSC-CGqVHU,"119 E. Baltimore Ave., Corner Of Union Avenue",Lansdowne,PA,19050,610-622-8191,# 3142
40.2858429,-79.379377,ChIJ44NyOzUty4kRVfBpMlc6aPg,1706 Theatre St.,Latrobe,PA,15650,724-537-5571,# 4066
40.3387888,-76.4516993,ChIJhWs7l6ECxokRGguwwFrAD9o,2200 West Cumberland St.,Lebanon,PA,17042,717-273-9373,# 1631
40.3112679,-76.4231356,ChIJ6RmckzEdxokRyNqjwoFXJ2o,"1760 Quentin Rd, Cedar Crest Square",Lebanon,PA,17042,717-273-7824,# 1914
40.345262,-76.3959672,ChIJQ-0Etg8DxokRdwFsWWRmDjk,"833 Bowman St, Promenade @ Lebannon East",Lebanon,PA,17046,717-274-1463,# 1920
40.3897727,-75.9966996,ChIJFQH6O9R1xokRsTruud7HvnQ,906 W. Leesport Rd.,Leesport,PA,19533,610-208-8612,# 1769
40.2405632,-76.9068743,ChIJXYIcK47ByIkRgklBwx0xwOA,1200 Market Street,Lemoyne,PA,17043,717-761-1995,# 1622
40.1549529,-74.8561501,ChIJJ2xsr55RwYkRxxnJVnl6sLY,4214 Woodbourne Rd,Levittown,PA,19057,215-269-2360,# 2554
40.9623801,-76.8932186,ChIJQ2pxvLcTz4kR0fD3VUD0vFo,350 North 10th St.,Lewisburg,PA,17837,570-523-3261,# 1604
40.5983505,-77.5736846,ChIJj5nHq7pKyYkR2z-7sBWlWp4,33 E Market Street,Lewistown,PA,17044,717-248-0921,# 1677
40.2107675,-75.4983701,ChIJbbEdL5qaxokRLjnNh_KKn1o,1824 E Ridge Pike,Limerick,PA,19468,,# 17214
40.2378033,-75.5370865,ChIJAQCwKDCFxokRRc8lEYl7BQQ,"5 Kugler Road, Building 100",Limerick,PA,19468,610-495-1000,# 2690
40.1293689,-76.3057423,ChIJ780S15EixokRojJ2eToOTPI,1052 Lititz Pike,Lititz,PA,17543,717-626-4115,# 1667
40.132346,-76.3076424,ChIJtxzDvY8ixokResbxQgZX7jA,960 Lititz Pike,Lititz,PA,17543,,# 17569
40.165886,-76.3074162,ChIJB_HW7lwYxokRIBBTvjTl0lY,385 North Broad St.,Lititz,PA,17543,717-627-0081,# 2297
41.1354368,-77.4523593,ChIJOdCQgkHxzokR8lTZPecJPms,"311 Bellefonte Ave,",Lock Haven,PA,17745,570-748-8260,# 1681
40.5194314,-75.5666706,ChIJ3xEaXM4vxIkRJ6rM6fhl5bs,"3295 Pa Route 100, The Shoppes At Macungie",Macungie,PA,18062,610-967-5684,# 2296
40.0487055,-75.520573,ChIJbdONaaySxokR86coBxYqbw8,455 Carnegie Blvd,Malvern,PA,19355,,# 17564
40.041128,-76.7241375,ChIJESSkd_CRyIkRX8R6CpEvJ3o,4035 N. George St.,Manchester,PA,17345,717-266-2212,# 2575
40.1716304,-76.383579,ChIJ9xjsg0AfxokRtKWGhd7NawE,"129 Doe Run Road, Po Box 158",Manheim,PA,17545,717-665-7171,# 1665
41.8121418,-77.0812241,ChIJ3QW7XBjWz4kRPscg8_Uo58w,"197 North Main St., Mansfield Plaza",Mansfield,PA,16933,570-662-2615,# 1679
40.1808831,-75.1821394,ChIJFeS6QT6lxokRkCaA0nJyvGQ,890 Welsh Road,Maple Glen,PA,19002,215-628-6374,# 2496
40.6921521,-80.0189578,ChIJ78CvRAOGNIgR0O_Dh-_9qBo,558 Pittsburgh St.,Mars,PA,16046,724-625-5577,# 2589
39.8662702,-79.8920686,ChIJM0bzvDRtNYgRcGhUMQxMTyc,1845 Mcclellandtown Rd,Masontown,PA,15461,724-583-2080,# 5749
40.4514298,-80.1342225,ChIJUXTcLdJYNIgRdXlixE07koU,5703 Steubenville Pike,Mckees Rocks,PA,15136,412-788-4676,# 258
40.2729933,-80.1282904,ChIJTTgBhbhVNIgRr0ZoM1_h_Ho,3870 Washington Rd.,Mcmurray,PA,15317,724-941-7680,# 5101
41.6399115,-80.1476085,ChIJVwl9G3RXMogRiikAn96uVf4,"392 North St.,",Meadville,PA,16335,814-333-6370,# 5099
40.2115764,-77.005121,ChIJTxCkKQnoyIkRY98rJtTq7sQ,30 E. Simpson St,Mechanicsburg,PA,17055,717-766-2536,# 1626
40.1816549,-76.9873927,ChIJ6aZEU_XoyIkRaybwl0Xm3K8,123 Gettysburg Pike,Mechanicsburg,PA,17055,717-697-0359,# 1636
40.2367071,-76.971597,ChIJKyBJFYzCyIkREgwMe-RFxdI,105 S. Sporting Hill Rd.,Mechanicsburg,PA,17050,717-763-4860,# 1639
40.2487957,-77.0089109,ChIJY6RGkczCyIkRR5P8YtEsh04,6416 Carlisle Pike,Mechanicsburg,PA,17050,,# 17280
40.2403501,-77.053703,ChIJ9Wr8gnfdyIkRu2F7FHZzJA0,6706 Carlisle Pike,Mechanicsburg,PA,17050,717-697-1645,# 5991
39.915777,-75.383767,ChIJwxWe8qjpxokRJfBsiJAGdbw,306 East Baltimore Ave.,Media,PA,19063,610-566-8400,# 2173
39.9114768,-75.4397369,EiQzIFMgUGVubmVsbCBSZCwgTWVkaWEsIFBBIDE5MDYzLCBVU0EiMBIuChQKEgnz26vRK-_GiRGZrpyjQwtsmRADKhQKEglNjEUuKu_GiRHZfnZgoD-CQQ,3 S. Pennell Rd.,Media,PA,19063,610-565-7720,# 7239
40.199635,-76.7562409,ChIJ2cXFXR--yIkRk_5mX8lOUsc,1565 W. Harrisburg Pike,Middletown,PA,17057,717-944-9681,# 1625
40.9228193,-77.0342696,ChIJ3-cjV78Zz4kRM8NFDRaytqg,"140 East Chestnut Street, Chestnut Plaza",Mifflinburg,PA,17844,570-966-3332,# 1596
40.5341216,-76.9611105,ChIJ-f5HjNbMyIkRtGkZcgKLzDA,205 South Market Street,Millersburg,PA,17061,717-692-4725,# 1637
41.0164603,-76.8553846,ChIJgVPDUG8Nz4kRT1sfi9xXstk,37 Mahoning St.,Milton,PA,17847,570-742-3091,# 1606
40.6811861,-80.31278,ChIJnfaltK9vNIgRPUKvUw16NPY,87 Wagner Rd,Monaca,PA,15061,,# 17186
40.6912069,-80.281694,ChIJxaZWovRvNIgRoS0CnW5onuA,850 Pennsylvania Ave.,Monaca,PA,15061,724-728-4238,# 4232
40.4445587,-79.7140983,ChIJ964ALrnBNIgR1bTj_QAb9RY,1775 Golden Mile Hwy,Monroeville,PA,15146,724-327-0142,# 4045
40.4377755,-79.778967,ChIJGXgefDHqNIgRBJZdYJ4N-ic,3893 William Penn Hwy,Monroeville,PA,15146,412-372-4079,# 5890
40.2083742,-74.8021381,ChIJH3DcwUBXwYkRs4YaeBLChz8,"590 W Trenton Ave.,",Morrisville,PA,19067,215-736-9003,# 2568
40.794927,-76.4214729,ChIJieNvYC31xYkRsYAiP--JV5I,"2678 W 3rd St., West 3rd And Birch Street",Mount-Carmel,PA,17851,570-339-0141,# 1607
40.1133768,-76.5161706,ChIJ-QdVaO6eyIkR09_-kbExGWU,525 West Main Street,Mount-Joy,PA,17552,717-653-4747,# 2494
40.3824755,-80.0519749,ChIJK3YMbXb3NIgRCpMxna2VSI8,328 Cochran Rd.,Mount-Lebanon,PA,15228,412-563-3444,# 5094
40.1427169,-79.5478384,ChIJoZpVlBIoNYgRPsLEFUyr3rg,"700 Rt 819, South",Mount-Pleasant,PA,15666,724-547-4563,# 4089
41.2115053,-76.7608554,ChIJ1_QYQ-qez4kRvWSKn6LcAR4,201 Muncy Creek Blvd.,Muncy,PA,17756,570-546-8361,# 1610
41.2441686,-76.8356974,ChIJG9lHGQOiz4kRzIB8vJzm5sA,170 S Lycoming Mall Rd,Muncy,PA,17756,,# 17493
41.20546,-75.9928336,ChIJZf_9CeINxYkRLjU5hQZgfEY,555 East Main Street,Nanticoke,PA,18634,570-735-2320,# 1584
40.6182951,-79.7330646,ChIJ6xQLvoO9NIgRW_aCURVO9i8,1003 California Ave.,Natrona Heights,PA,15065,724-224-7772,# 5103
40.7311684,-75.3125213,ChIJOyJijCNqxIkRGmnRCLCj4Sw,4082 Jandy Blvd.,Nazareth,PA,18064,610-746-3412,# 5885
40.8678874,-75.8127653,ChIJnyeyLPGxxYkRApJwsOP0WsI,20 East Locust Street,Nesquehoning,PA,18240,570-669-6600,# 1325
40.9937774,-80.3344967,ChIJC8kyuPeOM4gR8g_YJykQW-Y,734 E. Washington St.,New Castle,PA,16101,724-654-3294,# 4058
41.0198314,-80.3549896,ChIJgRTIhg2OM4gR1Hc7gKb8R68,1805 Wilmington Road,New Castle,PA,16105,724-656-9185,# 5711
40.1769894,-76.8318226,ChIJLVrygc7qyIkRaE-CbFBAOe4,560 Old York Road,New Cumberland,PA,17070,717-932-0226,# 6916
40.0935418,-76.1134213,ChIJuUawGbw_xokRJN8buPV9EW8,706 West Main Street,New Holland,PA,17557,717-354-4268,# 1663
40.3649521,-74.9648514,ChIJm_2Kn1f_w4kRIerof-LUwsE,302 W. Bridge Street,New Hope,PA,18938,215-862-5917,# 6043
40.553142,-79.7579934,ChIJER8W6ZmVNIgR36-ftogZ7rs,95 Freeport St,New Kensington,PA,15068,724-337-7691,# 3165
40.225846,-74.9322943,ChIJVeT9io1UwYkRKRXPJo36BVE,200 S. Lincoln Ave,Newtown,PA,18940,215-497-9231,# 5447
40.2787478,-74.9932936,ChIJNVjEIpWqxokREfnpcmC5g5E,755 Durham Rd,Newtown,PA,18940,215-598-2890,# 7189
39.9849174,-75.4150196,ChIJNeuzEZnrxokRbOBfKuHRb1U,3930 West Chester Pike,Newtown-Square,PA,19073,610-353-2061,# 233
40.1216139,-75.3602104,ChIJs19kQBSWxokRTT3OpuRpN-8,1200 West Main Street,Norristown,PA,19401,610-277-1031,# 2032
40.117869,-75.3402613,ChIJSeWw4_W9xokR2wfmqWPA7DI,701 Dekalb Street,Norristown,PA,19401,610-278-8300,# 2046
40.6908728,-75.5014186,ChIJV0GtoI1HxIkRbU0nb3AShpY,29 West 21st Street,Northampton,PA,18067,610-261-2720,# 5743
42.2139119,-79.8428481,ChIJ2XetOTJkLYgRc9CXl_K03g4,118 W. Main St.,North East,PA,16428,814-725-9684,# 5088
40.3301883,-79.7307014,ChIJL6taC9XpNIgR8U_JeD6VYhI,8931 Rte 30,North Huntingdon,PA,15642,,# 17199
40.8906563,-76.8017667,ChIJ5-YAHhhrz4kRCBc7uhGfPN0,401 Duke Street,Northumberland,PA,17857,570-473-3221,# 1575
40.2241891,-75.2404314,ChIJb7tRb3GkxokRvl5X2aDkaY0,125 Witchwood Dr,North Wales,PA,19454,,# 16521
39.7499074,-76.0209217,ChIJrTP7CPS0x4kR5qIU11mLsL4,201 Fieldcrest Drive,Nottingham,PA,19362,610-932-8251,# 4020
41.4282322,-79.7072521,ChIJPakk9k8gM4gRxZh_-Q6P_ns,204 East Second Street,Oil City,PA,16301,814-677-4007,# 5096
41.3710952,-75.7356045,ChIJ81puuGkgxYkR44VXUYkxIn8,101 S. Main St.,Old Forge,PA,18518,570-457-2182,# 1188
40.4919242,-75.1754231,ChIJsYqhjhIQxIkRF9RpDAwzNo4,8310 Easton Rd,Ottsville,PA,18942,610-847-5915,# 8967
40.3123494,-76.5867945,ChIJP3uXmqOlyIkRTMgjhrIwJrA,717 East Main Street,Palmyra,PA,17078,717-838-8242,# 10288
40.0416973,-75.4739925,ChIJqWsViSyTxokR-hSkgiTtZL4,1776 East Lancaster Avenue,Paoli,PA,19301,610-647-4366,# 399
40.0030967,-76.093094,ChIJTUL2XIQ4xokRDg-oSuANWXE,3373 E. Lincoln Hwy.,Parkesburg,PA,19365,610-857-0507,# 10399
40.39493,-75.4993821,ChIJDaxqOrcnxIkRdMDrJVB1FB4,290 Pottstown Ave.,Pennsburg,PA,18073,215-541-2300,# 7073
40.3830808,-75.2764341,ChIJ4RJ7I_IexIkRFWCVKIND7k8,1201 N. Fifth St.,Perkasie,PA,18944,215-257-2680,# 1376
40.3823302,-75.2207698,ChIJGaHTMkEcxIkRovELBCrKoIE,402 Rt 313,Perkasie,PA,18944,215-249-4750,# 6763
39.9450451,-75.1784781,ChIJt4sKo0DGxokR0WPP8EjUiIU,2132 South Street,Philadelphia,PA,19146,215-772-1260,# 10090
39.9910936,-75.0890355,ChIJDSWvyCC2xokRc_6qI-ta-3o,2701 Castor Ave,Philadelphia,PA,19134,,# 17163
39.9499816,-75.1596583,ChIJ4zzityjGxokRT6Ay9P17edA,1122 Chestnut Street,Philadelphia,PA,19107,,# 17682
40.0458036,-75.0155691,ChIJH-SQGWK0xokR5SLBLoHXO08,8525 Frankford Avenue,Philadelphia,PA,19136,215-331-9762,# 2397
39.9182877,-75.1807009,ChIJZ-W1V97FxokRcaQnZIIcmoU,1901 West Oregon Avenue,Philadelphia,PA,19145,215-551-8265,# 2077
39.9515505,-75.1717186,ChIJo98ayjDGxokRSJQMqhDJmDM,1826-30 Chestnut Street,Philadelphia,PA,19103,215-972-0909,# 1064
40.0115579,-75.1117563,ChIJpeDLacq3xokRZ-3MhQOKxbc,"4133 G St., Corner Of Hunting Park",Philadelphia,PA,19124,215-831-9304,# 2074
39.9539045,-75.1727064,ChIJZem-yDbGxokRkNgZLyiAKpE,1919 Market St. Suite 150,Philadelphia,PA,19103,215-665-8072,# 10459
39.9515417,-75.1581618,ChIJdXEoBSnGxokRi2zE-OQCw8U,1046 Market St.,Philadelphia,PA,19107,215-592-1543,# 2866
40.0540728,-75.1932543,ChIJcZDxj6W5xokRX12s4eGHsqo,7065 Lincoln Drive,Philadelphia,PA,19119,215-242-1869,# 2986
40.0611971,-75.2372012,ChIJq9VTZDC5xokR3PJWOugNZaM,518 Port Royal Avenue,Philadelphia,PA,19128,215-483-6680,# 2783
39.9108958,-75.229443,ChIJ76-ObhTExokRdYouc3MI-WQ,6900 Lindbergh Blvd.,Philadelphia,PA,19142,215-365-5572,# 2266
40.008083,-75.210205,ChIJLRjIAYO4xokROgJdp-ECdlI,7520 City Line Ave.,Philadelphia,PA,19151,215-477-8401,# 2222
39.9542356,-75.2011919,ChIJXdvAAPjGxokRYqfdOHfVhVk,3925 Walnut St.,Philadelphia,PA,19104,215-222-0829,# 4007
39.9630446,-75.1737505,ChIJ90WNpsvHxokRf364HGzCGcc,501 North 22nd St.,Philadelphia,PA,19130,215-587-0271,# 10378
39.9596149,-75.218516,ChIJxzhYJuTGxokRp-5P5CAJ0oc,4849 Market St.,Philadelphia,PA,19139,215-474-4801,# 2704
40.0065125,-75.2119879,ChIJcweEu4K4xokRHxKkfsUNcVc,4000 Monument Rd,Philadelphia,PA,19131,,# 17207
40.0441542,-75.2330475,ChIJHRuKedm4xokRi2WnY6PyajY,7162 Ridge Avenue,Philadelphia,PA,19128,,# 17696
40.0410066,-75.2238032,ChIJ9_F8aOe4xokRx8RLtfdiNGE,"6701 Ridge Ave., Building 1",Philadelphia,PA,19128,215-483-4179,# 8984
40.0186221,-75.2143128,ChIJXfmsypG4xokRKGNPZ4GNmCg,3780 Main Street,Philadelphia,PA,19127,215-508-3607,# 2166
40.0539646,-75.1407531,ChIJdRZt92i3xokRigeTgQnqLVs,6601 North Broad Street,Philadelphia,PA,19126,215-924-1633,# 2121
40.0598408,-75.1665313,ChIJq9bVq8K5xokRWolRs0J7N_U,6344 Stenton Avenue,Philadelphia,PA,19138,215-548-1902,# 2120
40.0680543,-75.1985848,ChIJYz9FYJ65xokR6FBQcBlfeHY,7700 Germantown Avenue,Philadelphia,PA,19118,215-242-0661,# 1196
39.9535455,-75.2097076,ChIJqxTa9vDGxokRJRO0AlbjkjE,4314 Locust Street,Philadelphia,PA,19104,215-386-2093,# 2755
39.9469991,-75.1669027,ChIJMV9yKDvGxokRlkAyb3CxtJ0,1500 Spruce Street,Philadelphia,PA,19102,215-790-3290,# 1545
39.9670123,-75.1762477,ChIJjeX_lMnHxokRKTE2mLRKAeY,2320-26 Fairmount Avenue,Philadelphia,PA,19130,215-232-5262,# 2159
40.0804153,-75.1719576,ChIJbXXsBva5xokR9hf2MrWQCWE,1600 Wadsworth Avenue,Philadelphia,PA,19150,215-836-1323,# 2113
39.9091913,-75.1740095,ChIJDW8Qk-jFxokRDXBDOYpugqc,3300-10 South Broad Street,Philadelphia,PA,19145,215-463-0891,# 2398
40.043673,-75.1027791,ChIJD716cOO2xokRYuHR7l29pwU,5843-45 Rising Sun Avenue,Philadelphia,PA,19120,215-728-4146,# 2156
39.9613586,-75.1455035,ChIJ20R2hnzIxokR7htxzacMI-M,401 Spring Garden St.,Philadelphia,PA,19123,215-418-3065,# 5867
39.9591504,-75.1481192,ChIJyfqOvfvJxokRlOVEr1xMhAU,456 North 5th St.,Philadelphia,PA,19123,,# 17732
39.9382786,-75.1675345,ChIJO3g0lRfGxokR7jgMDv1z_64,1000 South Broad St,Philadelphia,PA,19146,,# 17741
40.0345378,-75.0634012,ChIJt7Po-oK2xokRky9DS2j2S4A,6501 Harbison Avenue,Philadelphia,PA,19149,215-333-4300,# 371
39.9522188,-75.1932137,ChIJwcw7f1rGxokRlP7WsqKm6gk,"3401 Walnut St., University Of Pennsylvania",Philadelphia,PA,19104,215-662-1333,# 450
40.069241,-75.0060221,ChIJmRUtgnCzxokRssqkt3TAGBU,3331 Grant Ave.,Philadelphia,PA,19114,215-464-2636,# 2170
40.0547775,-75.054863,ChIJ8fvvWRu0xokRSSAa_XrShdU,7720 Bustleton Avenue,Philadelphia,PA,19152,215-342-1091,# 7184
40.0453176,-75.1289073,ChIJD5BjgxK3xokR0BQ_OnriNpY,6150 N 5th Street,Philadelphia,PA,19120,215-548-1110,# 771
40.0885023,-74.9698052,ChIJY5PbkSyzxokRv3_0rojirmM,12301 Knights Road,Philadelphia,PA,19154,215-268-1010,# 11404
40.062803,-75.0843666,ChIJH73IILa2xokRll7NiDHEWw8,"7350 Oxford Avenue, Suite C",Philadelphia,PA,19111,215-342-7700,# 2689
40.1026993,-75.010502,ChIJoXcI8f6yxokRI4nByzZLTmU,11000 Roosevelt Blvd Ste 3,Philadelphia,PA,19116,,# 16932
39.9616047,-75.1726872,ChIJ5z5BbMvHxokR27XXVFuDItQ,2001 Pennsylvania Avenue,Philadelphia,PA,19130,,# 17704
39.9244293,-75.1459644,ChIJX6qKAa_IxokR5S8meoQGgNA,1 Mifflin St,Philadelphia,PA,19148,,# 16775
39.9314337,-75.1604723,ChIJoRUwgRvGxokRtOgyiFz2p74,1405 South 10th Street,Philadelphia,PA,19147,215-465-2130,# 1913
40.0511908,-75.059472,ChIJrfys3x20xokR0_PBSC2n4LE,7400 Bustleton Ave,Philadelphia,PA,19152,,# 17475
39.949275,-75.1606066,ChIJ3dimUS_GxokRlPybBibe1Uk,1201 Walnut St,Philadelphia,PA,19107,215-861-8586,# 11170
39.9787836,-75.1530332,Ei0xNzE3IE4gMTJ0aCBTdCBmLCBQaGlsYWRlbHBoaWEsIFBBIDE5MTIyLCBVU0EiHRobChYKFAoSCa3mFrgKyMaJEcgQcNxCi0ZsEgFm,"1717 North 12th Street, Unit F",Philadelphia,PA,19122,215-235-2001,# 11371
39.9422888,-75.144959,ChIJG8pvJZrIxokRALvTuQy62Es,421 South Second St.,Philadelphia,PA,19147,215-627-3983,# 2583
40.0689852,-75.0666815,ChIJC9A2g1SxxokRcQE6BYKANIk,1301 Rhawn St.,Philadelphia,PA,19111,215-342-1445,# 780
40.0929012,-75.0308589,ChIJWYrypLCzxokRGaYCPp37WWU,9875 Bustleton Avenue,Philadelphia,PA,19115,215-969-8750,# 660
40.1122896,-75.0229175,ChIJq6raY1qyxokRCiUp-Cwqi4o,10901c Bustleton Avenue,Philadelphia,PA,19116,215-677-2122,# 740
39.9503413,-75.1453259,ChIJR9tBtoXIxokRYE3BPV12XVw,259 Market St.,Philadelphia,PA,19106,215-625-3740,# 10526
39.9764526,-75.1202484,EjMyNjQwIEUgQ3VtYmVybGFuZCBTdCBhLCBQaGlsYWRlbHBoaWEsIFBBIDE5MTI1LCBVU0EiHRobChYKFAoSCQOz9805yMaJEbG8xp6BUOWZEgFh,"2640 E. Cumberland St., N/a",Philadelphia,PA,19125,215-291-8315,# 2255
40.1344648,-75.010059,ChIJsdgZyoayxokRT02ho99tWnA,15500 Bustleton Avenue,Philadelphia,PA,19116,215-677-8593,# 2299
39.962312,-75.1622899,ChIJA61su9PHxokRymYhSAxFJ0M,"490 North Broad St, Suite 100",Philadelphia,PA,19130,215-430-5757,# 11177
39.9431399,-75.1598941,ChIJKVy-WyHGxokROgnAHWouQyk,"1051 South St, South Street S/c",Philadelphia,PA,19147,215-829-0670,# 826
39.9445358,-75.1504047,ChIJL39ZXJzIxokRUWsJEXmwvFc,314 South 5th Street,Philadelphia,PA,19106,215-923-1289,# 11136
40.9020953,-78.2293688,ChIJK3j2EZQTzIkR8045nN1DEfM,815 N. Front St.,Philipsburg,PA,16866,814-342-2646,# 1919
40.1323757,-75.5377689,ChIJT4qrcgaOxokREg2CO_ZxW3c,130 Schuylkill Rd.,Phoenixville,PA,19460,610-933-7487,# 1401
40.1307477,-75.4532331,ChIJWY-DuEORxokRfhUj_0cn6qA,200 Mill Road,Phoenixville,PA,19460,,# 16635
40.3475486,-80.0550313,ChIJy1swmEr4NIgRWUvs0gdEa5Q,1740 Washington Rd,Pittsburgh,PA,15241,412-833-0545,# 4051
40.446427,-80.1834961,ChIJvQHsFVlZNIgRkFyZz7XYJpQ,600 Chauvet Dr,Pittsburgh,PA,15275,,# 16572
40.4437859,-79.9276214,ChIJA_WSYgTyNIgRf4IkKEzYZas,5600 Wilkins Ave,Pittsburgh,PA,15217,412-521-5690,# 4152
40.5257522,-80.007496,ChIJ89QOtaqMNIgRdXXtuCeiqDo,4801 Mcknight Rd Ste 3,Pittsburgh,PA,15237,,# 17279
40.3914344,-80.0383852,ChIJ_XY6wxP3NIgRbemuan02ob8,3075 W. Liberty Ave.,Pittsburgh,PA,15216,412-341-2269,# 4144
40.5356301,-80.0685095,ChIJPQhHIcyKNIgReONf5P5thSA,288 Mt Nebo Pointe Dr,Pittsburgh,PA,15237,,# 17165
40.4390421,-80.0698161,ChIJjdCwDG72NIgRnCZ-fKG6p0k,"70 W. Steuben St., Crafton-ingram Shopping Center",Pittsburgh,PA,15205,412-921-2060,# 4002
40.5846512,-80.0383905,ChIJ0drYnbmLNIgRtJ969LpXmrs,9805 Mcknight Rd,Pittsburgh,PA,15237,,# 16573
40.395995,-80.023518,ChIJFdtrzST3NIgR7_zhwZ37nyg,510 Brookline Blvd.,Pittsburgh,PA,15226,412-531-2190,# 3189
40.4598918,-79.8421479,ChIJCW3s7G_sNIgRvxSFzZsSvbM,10600 Frankstown Rd.,Pittsburgh,PA,15235,412-241-3348,# 4070
40.4145805,-79.922637,ChIJUZmM-d7xNIgRnPNWPKpzd2M,4664 Browns Hill Rd.,Pittsburgh,PA,15217,412-521-3059,# 10767
40.4389763,-79.9603888,ChIJv-Aw5IDxNIgRdVx6-8fuSMk,3422 Forbes Avenue,Pittsburgh,PA,15213,412-687-4181,# 2348
40.3431158,-79.9705287,ChIJNcZaJmf6NIgRBesfQQ8gxQo,5242 Clairton Boulevard,Pittsburgh,PA,15236,412-885-5864,# 2333
40.439803,-79.998569,ChIJTZPzRVfxNIgRenj4gxXjlk8,482 Smithfield St,Pittsburgh,PA,15219,,# 17825
40.3437057,-80.0568103,ChIJwQNRYkz4NIgRRDXbZ096MQI,201 S Hills Vlg,Pittsburgh,PA,15241,,# 17638
40.4516718,-79.9515338,ChIJjbCalDryNIgR3gBpTF6d5n0,4610 Centre Ave.,Pittsburgh,PA,15213,412-683-8827,# 4369
40.5678543,-80.0232318,ChIJ0RTYhJ2LNIgRyauCGTTRyYk,611 Duncan Ave.,Pittsburgh,PA,15237,412-358-8690,# 10034
40.4609096,-79.9211941,ChIJYfT5unXyNIgRbp8EMNMdhFY,6231 Penn Ave,Pittsburgh,PA,15206,,# 17618
40.348034,-79.9540689,ChIJiaD-wY_6NIgRyJ9GmfZDjqo,1717 Lebanon Church Rd,Pittsburgh,PA,15236,,# 16617
40.4407114,-80.0010683,ChIJORPe51bxNIgRk9We3VV-KyA,242-250 Fifth Ave,Pittsburgh,PA,15222,412-566-2619,# 4008
40.5386996,-79.8370053,ChIJ5c-5WGSTNIgRPokk2BF2pBY,2661 Freeport Rd,Pittsburgh,PA,15238,,# 17448
